Incident_ID,Incident_Type,Priority,Assigned_Department,Location,Reported_Time,Resolved_Time,Resolution_Time_Hours,Status,Resolution_Type
INC100203,Security Breach,Medium,Database Admin,Data Center A,2024-04-27 19:00:00,2024-04-30 03:00:00,56.0,Resolved,Reboot
INC100204,Security Breach,Critical,Database Admin,Head Office,2024-01-16 12:00:00,2024-01-17 17:00:00,29.0,Resolved,Hardware Replacement
INC100205,Database Failure,Low,IT Support,Data Center B,2024-04-12 21:00:00,2024-04-14 01:00:00,28.0,Resolved,Patch Applied
INC100206,Security Breach,High,Security Team,Data Center A,2024-01-03 15:00:00,2024-01-06 07:00:00,64.0,Closed,Hardware Replacement
INC100207,Server Crash,Medium,DevOps,Remote Site 2,2024-08-28 04:00:00,2024-08-29 10:00:00,30.0,Resolved,Security Mitigation
INC100208,Database Failure,High,IT Support,Remote Site 1,2024-10-21 03:00:00,2024-10-21 09:00:00,6.0,Resolved,Hardware Replacement
INC100209,Network Outage,Critical,IT Support,Head Office,2024-07-15 12:00:00,2024-07-17 19:00:00,55.0,Resolved,Security Mitigation
INC100210,Application Bug,Critical,Security Team,Data Center A,2024-05-18 06:00:00,2024-05-18 09:00:00,3.0,Resolved,Configuration Fix
INC100211,Server Crash,Critical,Security Team,Data Center A,2024-05-29 01:00:00,2024-05-29 15:00:00,14.0,Resolved,Patch Applied
INC100212,Application Bug,Critical,Database Admin,Data Center A,2024-05-15 02:00:00,2024-05-16 18:00:00,40.0,Resolved,Configuration Fix
INC100213,Server Crash,High,Network Team,Data Center A,2024-06-23 05:00:00,2024-06-23 20:00:00,15.0,Resolved,Security Mitigation
INC100214,Database Failure,Medium,Security Team,Head Office,2024-09-05 06:00:00,2024-09-06 01:00:00,19.0,Resolved,Patch Applied
INC100215,Network Outage,Medium,Security Team,Data Center B,2024-02-29 05:00:00,2024-03-01 01:00:00,20.0,Resolved,Reboot
INC100216,Server Crash,Critical,DevOps,Remote Site 2,2024-09-16 08:00:00,2024-09-18 18:00:00,58.0,Resolved,Security Mitigation
INC100217,Database Failure,High,Security Team,Data Center B,2024-05-30 02:00:00,2024-05-30 11:00:00,9.0,Resolved,Hardware Replacement
INC100218,Application Bug,High,Security Team,Remote Site 2,2024-01-20 04:00:00,2024-01-22 02:00:00,46.0,Resolved,Security Mitigation
INC100219,Network Outage,High,DevOps,Remote Site 1,2024-01-13 20:00:00,2024-01-14 04:00:00,8.0,Resolved,Configuration Fix
INC100220,Security Breach,Low,IT Support,Remote Site 2,2024-07-21 18:00:00,2024-07-24 11:00:00,65.0,Closed,Hardware Replacement
INC100221,Application Bug,Low,DevOps,Remote Site 2,2024-08-10 11:00:00,2024-08-11 12:00:00,25.0,Resolved,Configuration Fix
INC100222,Database Failure,Critical,Database Admin,Data Center B,2024-11-22 21:00:00,2024-11-23 05:00:00,8.0,Resolved,Hardware Replacement
INC100223,Network Outage,High,IT Support,Remote Site 2,2024-08-08 13:00:00,2024-08-09 12:00:00,23.0,Resolved,Reboot
INC100224,Server Crash,Critical,DevOps,Remote Site 2,2024-06-27 10:00:00,2024-06-28 07:00:00,21.0,Resolved,Configuration Fix
INC100225,Security Breach,High,DevOps,Remote Site 1,2024-09-21 08:00:00,2024-09-23 04:00:00,44.0,Resolved,Security Mitigation
INC100226,Network Outage,High,IT Support,Head Office,2024-02-02 06:00:00,2024-02-05 06:00:00,72.0,Closed,Hardware Replacement
INC100227,Security Breach,High,Database Admin,Data Center B,2024-04-23 18:00:00,2024-04-24 05:00:00,11.0,Resolved,Security Mitigation
INC100228,Server Crash,High,Security Team,Remote Site 1,2024-02-14 00:00:00,2024-02-14 11:00:00,11.0,Resolved,Configuration Fix
INC100229,Database Failure,Critical,Security Team,Data Center B,2024-08-16 17:00:00,2024-08-19 13:00:00,68.0,Closed,Reboot
INC100230,Application Bug,High,IT Support,Head Office,2024-04-15 10:00:00,2024-04-16 10:00:00,24.0,Resolved,Patch Applied
INC100231,Security Breach,Critical,Network Team,Data Center B,2024-02-16 22:00:00,2024-02-17 18:00:00,20.0,Resolved,Reboot
INC100232,Security Breach,Low,Database Admin,Remote Site 2,2024-10-12 01:00:00,2024-10-14 21:00:00,68.0,Closed,Reboot
INC100233,Security Breach,Medium,Database Admin,Remote Site 1,2024-02-22 15:00:00,2024-02-23 12:00:00,21.0,Resolved,Patch Applied
INC100234,Database Failure,Medium,DevOps,Data Center A,2024-05-20 05:00:00,2024-05-22 04:00:00,47.0,Resolved,Patch Applied
INC100235,Application Bug,High,DevOps,Data Center B,2024-07-01 06:00:00,2024-07-02 13:00:00,31.0,Resolved,Configuration Fix
INC100236,Application Bug,Medium,Security Team,Remote Site 2,2024-05-30 09:00:00,2024-06-01 21:00:00,60.0,Closed,Configuration Fix
INC100237,Application Bug,Critical,Network Team,Data Center B,2024-09-30 11:00:00,2024-10-01 05:00:00,18.0,Resolved,Configuration Fix
INC100238,Network Outage,Critical,Security Team,Remote Site 2,2024-11-14 21:00:00,2024-11-15 11:00:00,14.0,Resolved,Security Mitigation
INC100239,Network Outage,High,IT Support,Data Center B,2024-04-03 02:00:00,2024-04-05 12:00:00,58.0,Resolved,Security Mitigation
INC100240,Server Crash,Critical,IT Support,Data Center B,2024-10-05 18:00:00,2024-10-08 04:00:00,58.0,Resolved,Configuration Fix
INC100241,Network Outage,Critical,IT Support,Remote Site 1,2024-06-20 08:00:00,2024-06-22 08:00:00,48.0,Resolved,Patch Applied
INC100242,Application Bug,Low,Security Team,Data Center B,2024-01-10 14:00:00,2024-01-12 07:00:00,41.0,Resolved,Reboot
INC100243,Security Breach,Medium,Network Team,Data Center A,2024-04-07 22:00:00,2024-04-10 11:00:00,61.0,Closed,Patch Applied
INC100244,Application Bug,Critical,Database Admin,Data Center A,2024-11-05 04:00:00,2024-11-05 15:00:00,11.0,Resolved,Reboot
INC100245,Security Breach,Medium,Network Team,Remote Site 2,2024-11-16 22:00:00,2024-11-19 18:00:00,68.0,Closed,Hardware Replacement
INC100246,Network Outage,High,Network Team,Head Office,2024-02-11 14:00:00,2024-02-11 21:00:00,7.0,Resolved,Patch Applied
INC100247,Application Bug,Critical,IT Support,Data Center A,2024-10-12 14:00:00,2024-10-15 06:00:00,64.0,Closed,Security Mitigation
INC100248,Database Failure,Low,Database Admin,Remote Site 2,2024-03-23 13:00:00,2024-03-24 08:00:00,19.0,Resolved,Configuration Fix
INC100249,Application Bug,Low,Database Admin,Head Office,2024-03-23 02:00:00,2024-03-25 08:00:00,54.0,Resolved,Patch Applied
INC100250,Network Outage,High,IT Support,Remote Site 2,2024-07-04 17:00:00,2024-07-07 10:00:00,65.0,Closed,Security Mitigation
INC100251,Database Failure,Low,DevOps,Remote Site 1,2024-01-15 20:00:00,2024-01-17 22:00:00,50.0,Resolved,Configuration Fix
INC100252,Security Breach,Low,Security Team,Data Center A,2024-04-27 16:00:00,2024-04-28 23:00:00,31.0,Resolved,Reboot
INC100253,Database Failure,High,Network Team,Data Center A,2024-04-30 06:00:00,2024-05-03 04:00:00,70.0,Closed,Configuration Fix
INC100254,Server Crash,Critical,DevOps,Data Center B,2024-10-03 23:00:00,2024-10-04 17:00:00,18.0,Resolved,Reboot
INC100255,Application Bug,Low,Security Team,Data Center B,2024-01-15 22:00:00,2024-01-17 00:00:00,26.0,Resolved,Reboot
INC100256,Security Breach,High,Database Admin,Remote Site 1,2024-10-05 07:00:00,2024-10-08 05:00:00,70.0,Closed,Hardware Replacement
INC100257,Security Breach,Low,Network Team,Head Office,2024-05-01 20:00:00,2024-05-02 03:00:00,7.0,Resolved,Configuration Fix
INC100258,Security Breach,Low,Security Team,Remote Site 1,2024-10-30 14:00:00,2024-11-01 18:00:00,52.0,Resolved,Hardware Replacement
INC100259,Application Bug,High,Network Team,Remote Site 1,2024-08-24 05:00:00,2024-08-26 21:00:00,64.0,Closed,Configuration Fix
INC100260,Database Failure,High,IT Support,Remote Site 1,2024-01-27 22:00:00,2024-01-30 06:00:00,56.0,Resolved,Security Mitigation
INC100261,Server Crash,High,Security Team,Data Center A,2024-01-28 07:00:00,2024-01-30 01:00:00,42.0,Resolved,Configuration Fix
INC100262,Security Breach,Critical,Database Admin,Remote Site 1,2024-02-26 21:00:00,2024-02-29 06:00:00,57.0,Resolved,Configuration Fix
INC100263,Application Bug,Low,Security Team,Remote Site 2,2024-05-28 11:00:00,2024-05-29 23:00:00,36.0,Resolved,Reboot
INC100264,Network Outage,Critical,Security Team,Remote Site 2,2024-09-30 10:00:00,2024-10-01 07:00:00,21.0,Resolved,Reboot
INC100265,Server Crash,Critical,IT Support,Data Center B,2024-01-23 22:00:00,2024-01-25 05:00:00,31.0,Resolved,Configuration Fix
INC100266,Security Breach,Critical,Database Admin,Data Center A,2024-07-25 12:00:00,2024-07-26 08:00:00,20.0,Resolved,Hardware Replacement
INC100267,Security Breach,High,DevOps,Data Center A,2024-07-14 21:00:00,2024-07-15 15:00:00,18.0,Resolved,Security Mitigation
INC100268,Security Breach,Critical,Security Team,Head Office,2024-03-26 04:00:00,2024-03-26 19:00:00,15.0,Resolved,Reboot
INC100269,Server Crash,Critical,Database Admin,Remote Site 1,2024-11-07 19:00:00,2024-11-10 19:00:00,72.0,Closed,Reboot
INC100270,Security Breach,High,DevOps,Data Center B,2024-07-27 20:00:00,2024-07-29 09:00:00,37.0,Resolved,Hardware Replacement
INC100271,Server Crash,Low,Network Team,Data Center A,2024-06-03 07:00:00,2024-06-04 06:00:00,23.0,Resolved,Hardware Replacement
INC100272,Network Outage,High,Security Team,Data Center A,2024-07-06 17:00:00,2024-07-09 15:00:00,70.0,Closed,Configuration Fix
INC100273,Security Breach,Medium,Network Team,Head Office,2024-06-22 15:00:00,2024-06-23 20:00:00,29.0,Resolved,Reboot
INC100274,Server Crash,Medium,Network Team,Remote Site 1,2024-01-09 23:00:00,2024-01-11 22:00:00,47.0,Resolved,Security Mitigation
INC100275,Database Failure,High,DevOps,Remote Site 2,2024-02-14 07:00:00,2024-02-14 19:00:00,12.0,Resolved,Reboot
INC100276,Security Breach,Critical,DevOps,Remote Site 2,2024-05-20 05:00:00,2024-05-22 10:00:00,53.0,Resolved,Security Mitigation
INC100277,Network Outage,Medium,Security Team,Data Center A,2024-06-02 14:00:00,2024-06-05 02:00:00,60.0,Closed,Security Mitigation
INC100278,Security Breach,Medium,Database Admin,Remote Site 2,2024-03-03 02:00:00,2024-03-03 19:00:00,17.0,Resolved,Hardware Replacement
INC100279,Database Failure,Low,IT Support,Remote Site 2,2024-02-22 05:00:00,2024-02-23 20:00:00,39.0,Resolved,Patch Applied
INC100280,Server Crash,High,Network Team,Head Office,2024-11-19 09:00:00,2024-11-22 04:00:00,67.0,Closed,Configuration Fix
INC100281,Network Outage,High,Network Team,Remote Site 2,2024-04-03 16:00:00,2024-04-04 09:00:00,17.0,Resolved,Configuration Fix
INC100282,Database Failure,Low,Database Admin,Data Center B,2024-07-21 00:00:00,2024-07-21 20:00:00,20.0,Resolved,Patch Applied
INC100283,Database Failure,High,Database Admin,Data Center A,2024-10-08 16:00:00,2024-10-08 20:00:00,4.0,Resolved,Reboot
INC100284,Network Outage,High,Network Team,Remote Site 2,2024-05-22 04:00:00,2024-05-22 08:00:00,4.0,Resolved,Hardware Replacement
INC100285,Database Failure,High,Security Team,Remote Site 1,2024-03-24 14:00:00,2024-03-26 18:00:00,52.0,Resolved,Configuration Fix
INC100286,Application Bug,Low,IT Support,Data Center B,2024-05-30 01:00:00,2024-06-01 07:00:00,54.0,Resolved,Hardware Replacement
INC100287,Application Bug,Medium,Security Team,Remote Site 2,2024-02-19 00:00:00,2024-02-20 17:00:00,41.0,Resolved,Configuration Fix
INC100288,Security Breach,Critical,Network Team,Head Office,2024-06-24 18:00:00,2024-06-27 18:00:00,72.0,Closed,Reboot
INC100289,Security Breach,Medium,DevOps,Data Center A,2024-04-01 07:00:00,2024-04-03 17:00:00,58.0,Resolved,Patch Applied
INC100290,Server Crash,Low,IT Support,Head Office,2024-11-18 16:00:00,2024-11-20 18:00:00,50.0,Resolved,Security Mitigation
INC100291,Application Bug,Medium,Network Team,Head Office,2024-11-14 17:00:00,2024-11-16 10:00:00,41.0,Resolved,Patch Applied
INC100292,Server Crash,Critical,Database Admin,Remote Site 1,2024-06-19 05:00:00,2024-06-20 21:00:00,40.0,Resolved,Hardware Replacement
INC100293,Network Outage,Low,DevOps,Remote Site 2,2024-06-05 01:00:00,2024-06-06 08:00:00,31.0,Resolved,Patch Applied
INC100294,Database Failure,High,IT Support,Data Center A,2024-04-06 00:00:00,2024-04-08 16:00:00,64.0,Closed,Security Mitigation
INC100295,Application Bug,High,Database Admin,Data Center A,2024-10-16 04:00:00,2024-10-16 18:00:00,14.0,Resolved,Hardware Replacement
INC100296,Server Crash,High,Security Team,Remote Site 1,2024-05-04 21:00:00,2024-05-05 03:00:00,6.0,Resolved,Hardware Replacement
INC100297,Network Outage,Medium,Security Team,Remote Site 2,2024-04-08 12:00:00,2024-04-08 22:00:00,10.0,Resolved,Hardware Replacement
INC100298,Database Failure,Critical,Database Admin,Head Office,2024-10-08 16:00:00,2024-10-09 08:00:00,16.0,Resolved,Patch Applied
INC100299,Network Outage,Critical,Security Team,Head Office,2024-07-09 09:00:00,2024-07-11 08:00:00,47.0,Resolved,Patch Applied
INC100300,Server Crash,Critical,Database Admin,Data Center A,2024-01-16 11:00:00,2024-01-16 16:00:00,5.0,Resolved,Patch Applied
INC100301,Security Breach,Critical,Database Admin,Remote Site 1,2024-02-20 20:00:00,2024-02-23 14:00:00,66.0,Closed,Patch Applied
INC100302,Security Breach,High,Network Team,Remote Site 1,2024-07-29 10:00:00,2024-07-31 01:00:00,39.0,Resolved,Security Mitigation
INC100303,Security Breach,Critical,Database Admin,Head Office,2024-06-11 02:00:00,2024-06-11 05:00:00,3.0,Resolved,Configuration Fix
INC100304,Security Breach,Low,DevOps,Remote Site 2,2024-04-15 00:00:00,2024-04-15 04:00:00,4.0,Resolved,Security Mitigation
INC100305,Application Bug,High,Database Admin,Remote Site 2,2024-03-18 16:00:00,2024-03-18 23:00:00,7.0,Resolved,Security Mitigation
INC100306,Application Bug,Medium,Database Admin,Remote Site 2,2024-09-21 09:00:00,2024-09-23 10:00:00,49.0,Resolved,Patch Applied
INC100307,Server Crash,Low,Database Admin,Data Center A,2024-03-06 02:00:00,2024-03-06 05:00:00,3.0,Resolved,Hardware Replacement
INC100308,Security Breach,Critical,Network Team,Remote Site 1,2024-08-23 16:00:00,2024-08-24 19:00:00,27.0,Resolved,Hardware Replacement
INC100309,Database Failure,Critical,IT Support,Data Center B,2024-06-26 01:00:00,2024-06-27 04:00:00,27.0,Resolved,Security Mitigation
INC100310,Security Breach,Critical,Database Admin,Remote Site 1,2024-04-17 02:00:00,2024-04-18 01:00:00,23.0,Resolved,Hardware Replacement
INC100311,Database Failure,High,Database Admin,Head Office,2024-08-18 16:00:00,2024-08-20 02:00:00,34.0,Resolved,Security Mitigation
INC100312,Application Bug,Medium,Network Team,Head Office,2024-07-09 11:00:00,2024-07-11 02:00:00,39.0,Resolved,Patch Applied
INC100313,Security Breach,High,Network Team,Remote Site 1,2024-04-18 05:00:00,2024-04-20 19:00:00,62.0,Closed,Configuration Fix
INC100314,Database Failure,High,Security Team,Data Center A,2024-07-14 17:00:00,2024-07-17 15:00:00,70.0,Closed,Hardware Replacement
INC100315,Application Bug,High,Network Team,Head Office,2024-01-15 08:00:00,2024-01-16 21:00:00,37.0,Resolved,Reboot
INC100316,Security Breach,Critical,Security Team,Remote Site 1,2024-03-14 00:00:00,2024-03-15 02:00:00,26.0,Resolved,Security Mitigation
INC100317,Security Breach,High,Network Team,Data Center A,2024-07-29 03:00:00,2024-07-30 10:00:00,31.0,Resolved,Patch Applied
INC100318,Network Outage,Medium,Network Team,Data Center A,2024-02-04 04:00:00,2024-02-06 09:00:00,53.0,Resolved,Configuration Fix
INC100319,Application Bug,Low,Network Team,Data Center A,2024-11-25 05:00:00,2024-11-28 04:00:00,71.0,Closed,Patch Applied
INC100320,Application Bug,Critical,DevOps,Data Center B,2024-09-15 00:00:00,2024-09-16 13:00:00,37.0,Resolved,Configuration Fix
INC100321,Security Breach,Low,IT Support,Remote Site 2,2024-03-20 06:00:00,2024-03-23 03:00:00,69.0,Closed,Reboot
INC100322,Server Crash,Critical,Network Team,Data Center A,2024-10-12 10:00:00,2024-10-14 13:00:00,51.0,Resolved,Hardware Replacement
INC100323,Server Crash,High,IT Support,Data Center A,2024-04-11 20:00:00,2024-04-12 10:00:00,14.0,Resolved,Configuration Fix
INC100324,Security Breach,Critical,Database Admin,Remote Site 2,2024-06-17 14:00:00,2024-06-18 08:00:00,18.0,Resolved,Security Mitigation
INC100325,Application Bug,High,Network Team,Data Center A,2024-04-22 20:00:00,2024-04-23 17:00:00,21.0,Resolved,Hardware Replacement
INC100326,Security Breach,Medium,IT Support,Head Office,2024-09-26 21:00:00,2024-09-28 11:00:00,38.0,Resolved,Security Mitigation
INC100327,Server Crash,Medium,Database Admin,Remote Site 1,2024-10-09 06:00:00,2024-10-11 13:00:00,55.0,Resolved,Security Mitigation
INC100328,Security Breach,Low,DevOps,Data Center A,2024-03-04 01:00:00,2024-03-04 19:00:00,18.0,Resolved,Hardware Replacement
INC100329,Security Breach,Medium,IT Support,Head Office,2024-05-10 22:00:00,2024-05-12 05:00:00,31.0,Resolved,Hardware Replacement
INC100330,Security Breach,High,Security Team,Remote Site 2,2024-09-03 17:00:00,2024-09-03 19:00:00,2.0,Resolved,Configuration Fix
INC100331,Security Breach,Medium,IT Support,Data Center A,2024-06-07 20:00:00,2024-06-09 12:00:00,40.0,Resolved,Patch Applied
INC100332,Application Bug,High,IT Support,Head Office,2024-05-05 10:00:00,2024-05-06 15:00:00,29.0,Resolved,Patch Applied
INC100333,Server Crash,Critical,Network Team,Remote Site 1,2024-09-12 05:00:00,2024-09-14 05:00:00,48.0,Resolved,Hardware Replacement
INC100334,Database Failure,Critical,Database Admin,Data Center B,2024-09-17 01:00:00,2024-09-18 09:00:00,32.0,Resolved,Security Mitigation
INC100335,Network Outage,Critical,Database Admin,Head Office,2024-01-27 15:00:00,2024-01-28 06:00:00,15.0,Resolved,Reboot
INC100336,Database Failure,Medium,Database Admin,Remote Site 2,2024-02-21 03:00:00,2024-02-22 01:00:00,22.0,Resolved,Configuration Fix
INC100337,Database Failure,Critical,IT Support,Data Center B,2024-09-01 16:00:00,2024-09-04 07:00:00,63.0,Closed,Reboot
INC100338,Database Failure,Critical,IT Support,Remote Site 1,2024-02-15 00:00:00,2024-02-17 18:00:00,66.0,Closed,Hardware Replacement
INC100339,Application Bug,Low,Database Admin,Remote Site 1,2024-08-17 15:00:00,2024-08-19 07:00:00,40.0,Resolved,Reboot
INC100340,Application Bug,High,IT Support,Data Center B,2024-07-16 09:00:00,2024-07-16 19:00:00,10.0,Resolved,Reboot
INC100341,Application Bug,High,IT Support,Remote Site 2,2024-01-21 13:00:00,2024-01-21 22:00:00,9.0,Resolved,Hardware Replacement
INC100342,Network Outage,High,DevOps,Data Center B,2024-09-19 11:00:00,2024-09-20 05:00:00,18.0,Resolved,Hardware Replacement
INC100343,Security Breach,Critical,DevOps,Remote Site 1,2024-05-08 05:00:00,2024-05-08 16:00:00,11.0,Resolved,Security Mitigation
INC100344,Server Crash,High,IT Support,Data Center B,2024-07-02 09:00:00,2024-07-04 12:00:00,51.0,Resolved,Security Mitigation
INC100345,Server Crash,Medium,IT Support,Data Center A,2024-04-11 20:00:00,2024-04-14 08:00:00,60.0,Closed,Security Mitigation
INC100346,Application Bug,Critical,Network Team,Data Center B,2024-06-06 05:00:00,2024-06-08 02:00:00,45.0,Resolved,Patch Applied
INC100347,Security Breach,Medium,IT Support,Data Center A,2024-10-03 07:00:00,2024-10-05 13:00:00,54.0,Resolved,Security Mitigation
INC100348,Network Outage,Medium,Network Team,Data Center A,2024-02-04 10:00:00,2024-02-04 15:00:00,5.0,Resolved,Hardware Replacement
INC100349,Database Failure,Low,Network Team,Data Center A,2024-05-17 07:00:00,2024-05-19 16:00:00,57.0,Resolved,Patch Applied
INC100350,Database Failure,Medium,IT Support,Data Center B,2024-06-20 23:00:00,2024-06-22 13:00:00,38.0,Resolved,Patch Applied
INC100351,Database Failure,High,Database Admin,Remote Site 2,2024-09-20 16:00:00,2024-09-22 10:00:00,42.0,Resolved,Patch Applied
INC100352,Security Breach,Medium,Database Admin,Data Center B,2024-05-21 03:00:00,2024-05-22 18:00:00,39.0,Resolved,Configuration Fix
INC100353,Network Outage,Medium,DevOps,Remote Site 2,2024-06-18 04:00:00,2024-06-18 11:00:00,7.0,Resolved,Configuration Fix
INC100354,Application Bug,High,DevOps,Remote Site 1,2024-02-20 22:00:00,2024-02-22 13:00:00,39.0,Resolved,Hardware Replacement
INC100355,Server Crash,Critical,Network Team,Data Center B,2024-04-12 15:00:00,2024-04-13 10:00:00,19.0,Resolved,Hardware Replacement
INC100356,Network Outage,Critical,DevOps,Remote Site 2,2024-06-29 21:00:00,2024-06-30 15:00:00,18.0,Resolved,Hardware Replacement
INC100357,Server Crash,High,Network Team,Head Office,2024-08-08 17:00:00,2024-08-09 04:00:00,11.0,Resolved,Hardware Replacement
INC100358,Security Breach,Low,Database Admin,Data Center B,2024-01-18 14:00:00,2024-01-20 01:00:00,35.0,Resolved,Hardware Replacement
INC100359,Database Failure,Low,IT Support,Data Center B,2024-10-01 15:00:00,2024-10-04 15:00:00,72.0,Closed,Patch Applied
INC100360,Application Bug,Medium,Security Team,Head Office,2024-11-22 15:00:00,2024-11-22 17:00:00,2.0,Resolved,Patch Applied
INC100361,Server Crash,Low,DevOps,Data Center B,2024-08-25 10:00:00,2024-08-26 13:00:00,27.0,Resolved,Hardware Replacement
INC100362,Server Crash,High,Security Team,Remote Site 1,2024-06-08 03:00:00,2024-06-11 00:00:00,69.0,Closed,Configuration Fix
INC100363,Security Breach,High,Security Team,Remote Site 2,2024-10-28 07:00:00,2024-10-30 23:00:00,64.0,Closed,Hardware Replacement
INC100364,Network Outage,Critical,Security Team,Data Center B,2024-05-06 12:00:00,2024-05-08 05:00:00,41.0,Resolved,Hardware Replacement
INC100365,Network Outage,Medium,Network Team,Data Center A,2024-03-30 00:00:00,2024-04-01 23:00:00,71.0,Closed,Security Mitigation
INC100366,Database Failure,Critical,Security Team,Data Center B,2024-03-07 23:00:00,2024-03-09 18:00:00,43.0,Resolved,Patch Applied
INC100367,Application Bug,Medium,DevOps,Remote Site 2,2024-08-11 10:00:00,2024-08-13 06:00:00,44.0,Resolved,Configuration Fix
INC100368,Application Bug,Critical,DevOps,Data Center B,2024-09-07 02:00:00,2024-09-09 00:00:00,46.0,Resolved,Patch Applied
INC100369,Server Crash,Critical,Network Team,Remote Site 2,2024-08-07 01:00:00,2024-08-07 09:00:00,8.0,Resolved,Security Mitigation
INC100370,Network Outage,Low,IT Support,Data Center A,2024-05-20 18:00:00,2024-05-21 12:00:00,18.0,Resolved,Patch Applied
INC100371,Network Outage,Medium,IT Support,Data Center B,2024-06-21 14:00:00,2024-06-24 01:00:00,59.0,Resolved,Configuration Fix
INC100372,Network Outage,Critical,DevOps,Data Center A,2024-01-03 06:00:00,2024-01-06 03:00:00,69.0,Closed,Security Mitigation
INC100373,Application Bug,Low,IT Support,Remote Site 2,2024-09-03 12:00:00,2024-09-05 00:00:00,36.0,Resolved,Security Mitigation
INC100374,Security Breach,Low,Database Admin,Remote Site 1,2024-10-02 04:00:00,2024-10-03 03:00:00,23.0,Resolved,Reboot
INC100375,Network Outage,Medium,Network Team,Data Center B,2024-07-30 13:00:00,2024-08-02 09:00:00,68.0,Closed,Configuration Fix
INC100376,Security Breach,High,DevOps,Data Center A,2024-05-07 08:00:00,2024-05-09 12:00:00,52.0,Resolved,Hardware Replacement
INC100377,Database Failure,Medium,Network Team,Head Office,2024-08-21 11:00:00,2024-08-21 22:00:00,11.0,Resolved,Reboot
INC100378,Network Outage,Critical,DevOps,Remote Site 1,2024-07-07 15:00:00,2024-07-10 04:00:00,61.0,Closed,Reboot
INC100379,Network Outage,Medium,IT Support,Remote Site 1,2024-10-15 12:00:00,2024-10-17 20:00:00,56.0,Resolved,Configuration Fix
INC100380,Database Failure,Low,Database Admin,Data Center A,2024-03-19 10:00:00,2024-03-20 14:00:00,28.0,Resolved,Security Mitigation
INC100381,Application Bug,High,IT Support,Data Center A,2024-08-21 14:00:00,2024-08-23 02:00:00,36.0,Resolved,Security Mitigation
INC100382,Database Failure,Low,Network Team,Head Office,2024-01-06 08:00:00,2024-01-07 11:00:00,27.0,Resolved,Security Mitigation
INC100383,Server Crash,Critical,IT Support,Head Office,2024-02-25 10:00:00,2024-02-26 17:00:00,31.0,Resolved,Security Mitigation
INC100384,Application Bug,High,DevOps,Data Center B,2024-09-26 19:00:00,2024-09-27 06:00:00,11.0,Resolved,Security Mitigation
INC100385,Security Breach,Low,IT Support,Remote Site 1,2024-03-20 05:00:00,2024-03-20 15:00:00,10.0,Resolved,Configuration Fix
INC100386,Database Failure,Critical,Security Team,Data Center A,2024-08-04 10:00:00,2024-08-05 21:00:00,35.0,Resolved,Hardware Replacement
INC100387,Application Bug,Medium,Security Team,Remote Site 2,2024-11-17 05:00:00,2024-11-19 06:00:00,49.0,Resolved,Hardware Replacement
INC100388,Server Crash,Critical,IT Support,Remote Site 2,2024-04-10 19:00:00,2024-04-12 03:00:00,32.0,Resolved,Reboot
INC100389,Network Outage,High,Network Team,Remote Site 1,2024-08-30 22:00:00,2024-08-31 18:00:00,20.0,Resolved,Hardware Replacement
INC100390,Security Breach,High,IT Support,Data Center A,2024-01-02 18:00:00,2024-01-04 10:00:00,40.0,Resolved,Hardware Replacement
INC100391,Security Breach,High,IT Support,Data Center B,2024-01-30 19:00:00,2024-01-31 19:00:00,24.0,Resolved,Hardware Replacement
INC100392,Application Bug,Critical,IT Support,Data Center A,2024-01-31 14:00:00,2024-02-02 12:00:00,46.0,Resolved,Security Mitigation
INC100393,Network Outage,High,DevOps,Data Center A,2024-04-09 14:00:00,2024-04-11 19:00:00,53.0,Resolved,Hardware Replacement
INC100394,Network Outage,Medium,Database Admin,Remote Site 2,2024-02-27 21:00:00,2024-02-29 22:00:00,49.0,Resolved,Patch Applied
INC100395,Server Crash,High,Security Team,Head Office,2024-06-17 07:00:00,2024-06-18 02:00:00,19.0,Resolved,Reboot
INC100396,Server Crash,Critical,Security Team,Remote Site 1,2024-04-12 07:00:00,2024-04-14 21:00:00,62.0,Closed,Reboot
INC100397,Security Breach,High,Network Team,Remote Site 1,2024-07-21 16:00:00,2024-07-22 18:00:00,26.0,Resolved,Hardware Replacement
INC100398,Network Outage,Medium,Security Team,Data Center A,2024-11-19 20:00:00,2024-11-21 23:00:00,51.0,Resolved,Configuration Fix
INC100399,Database Failure,Critical,Security Team,Remote Site 1,2024-04-24 06:00:00,2024-04-26 14:00:00,56.0,Resolved,Security Mitigation
INC100400,Server Crash,High,Security Team,Remote Site 2,2024-11-19 08:00:00,2024-11-20 10:00:00,26.0,Resolved,Hardware Replacement
INC100401,Security Breach,Medium,DevOps,Head Office,2024-04-09 11:00:00,2024-04-12 02:00:00,63.0,Closed,Security Mitigation
INC100402,Server Crash,High,DevOps,Head Office,2024-10-05 16:00:00,2024-10-07 19:00:00,51.0,Resolved,Configuration Fix
INC100403,Network Outage,Medium,Database Admin,Remote Site 2,2024-03-02 09:00:00,2024-03-05 08:00:00,71.0,Closed,Reboot
INC100404,Application Bug,Medium,DevOps,Head Office,2024-10-10 17:00:00,2024-10-11 02:00:00,9.0,Resolved,Hardware Replacement
INC100405,Application Bug,Medium,Security Team,Data Center B,2024-03-27 05:00:00,2024-03-28 01:00:00,20.0,Resolved,Hardware Replacement
